id,score,abs_score
11,0.5255992184050342,0.5255992184050342
7,0.18479267826419726,0.18479267826419726
3,0.14527711338110957,0.14527711338110957
10_11,-0.12628865106844583,0.12628865106844583
16,0.11827949188974621,0.11827949188974621
7_11,-0.11807934649561509,0.11807934649561509
3_11,-0.09831650407955518,0.09831650407955518
6,0.07431132820719055,0.07431132820719055
2_11,-0.06961271251658117,0.06961271251658117
9_10,0.06879925357564623,0.06879925357564623
2,0.06366424369554519,0.06366424369554519
10,0.06329028258946097,0.06329028258946097
11_16,-0.05996761400144811,0.05996761400144811
6_11,-0.05935174479469177,0.05935174479469177
4_11,-0.05795422768798579,0.05795422768798579
1_11,-0.04953934072324283,0.04953934072324283
14_15,-0.048531962189168276,0.048531962189168276
2_10,0.04579065632841448,0.04579065632841448
4_8,0.045290701300446067,0.045290701300446067
11_15,-0.04421589836388644,0.04421589836388644
12_16,-0.043483262655066135,0.043483262655066135
10_14,0.041414929503180195,0.041414929503180195
14_16,0.04026830348534863,0.04026830348534863
5_6,-0.03965879860863686,0.03965879860863686
8_12,-0.039510000890126615,0.039510000890126615
1,0.037100791165656954,0.037100791165656954
6_13,0.036025611491637105,0.036025611491637105
9,0.03591782748113541,0.03591782748113541
6_15,0.03482715996947877,0.03482715996947877
7_12,-0.03474259494907499,0.03474259494907499
11_14,-0.03408470816128577,0.03408470816128577
3_8,0.03360436641676421,0.03360436641676421
1_12,0.032795586847965484,0.032795586847965484
4,0.03228381734175701,0.03228381734175701
6_16,-0.03225608665428477,0.03225608665428477
4_6,0.032045516972833,0.032045516972833
9_11,-0.03187353290964123,0.03187353290964123
5_14,0.030804620677702073,0.030804620677702073
8_15,0.03005582604548336,0.03005582604548336
2_8,0.030010240761295527,0.030010240761295527
1_6,0.029922754847203074,0.029922754847203074
6_10,-0.029271695655442964,0.029271695655442964
8_16,-0.02850890429929366,0.02850890429929366
5_15,0.02765149746832659,0.02765149746832659
6_12,-0.027380762713722126,0.027380762713722126
7_8,-0.026498661745236157,0.026498661745236157
4_15,-0.025196620872465922,0.025196620872465922
13_15,-0.025184824905533684,0.025184824905533684
6_9,0.024979697295771403,0.024979697295771403
1_8,0.024979527287229485,0.024979527287229485
3_13,-0.024710650960487482,0.024710650960487482
12_13,0.024329124505006003,0.024329124505006003
12_15,0.023605632797674983,0.023605632797674983
13_16,0.02359456111641925,0.02359456111641925
2_6,0.023159178218168673,0.023159178218168673
12_14,0.023135289901887027,0.023135289901887027
9_14,-0.021763129461608063,0.021763129461608063
3_12,0.021014443365517534,0.021014443365517534
1_9,-0.02100734833593805,0.02100734833593805
3_15,-0.020845935376543404,0.020845935376543404
7_13,0.020712991495683848,0.020712991495683848
6_7,-0.020652632191188583,0.020652632191188583
1_13,-0.020615081318557174,0.020615081318557174
5_10,0.019973693334770094,0.019973693334770094
10_16,-0.019772386882176543,0.019772386882176543
4_9,-0.019262384879416103,0.019262384879416103
7_10,-0.0188828833049077,0.0188828833049077
3_7,-0.018603879813756122,0.018603879813756122
7_15,0.01831869025972601,0.01831869025972601
9_13,-0.01811127139998016,0.01811127139998016
8_13,0.017191303568970973,0.017191303568970973
4_5,0.017023141316674553,0.017023141316674553
3_10,0.016879001963344582,0.016879001963344582
