id,score
11,0.5255992184050342
7,0.18479267826419726
3,0.14527711338110957
16,0.11827949188974621
6,0.07431132820719055
9_10,0.06879925357564623
2,0.06366424369554519
10,0.06329028258946097
2_10,0.04579065632841448
4_8,0.045290701300446067
10_14,0.041414929503180195
14_16,0.04026830348534863
1,0.037100791165656954
6_13,0.036025611491637105
9,0.03591782748113541
6_15,0.03482715996947877
3_8,0.03360436641676421
1_12,0.032795586847965484
4,0.03228381734175701
4_6,0.032045516972833
5_14,0.030804620677702073
8_15,0.03005582604548336
2_8,0.030010240761295527
1_6,0.029922754847203074
5_15,0.02765149746832659
6_9,0.024979697295771403
1_8,0.024979527287229485
12_13,0.024329124505006003
12_15,0.023605632797674983
13_16,0.02359456111641925
2_6,0.023159178218168673
12_14,0.023135289901887027
3_12,0.021014443365517534
7_13,0.020712991495683848
5_10,0.019973693334770094
7_15,0.01831869025972601
8_13,0.017191303568970973
4_5,0.017023141316674553
3_10,0.016879001963344582
2_5,0.016743601394403507
11_12,0.01472919803429585
1_5,0.01407912970928709
9_12,0.01398982776223641
1_16,0.012725685973259439
1_7,0.012665196837759837
10_13,0.011595838172251405
2_9,0.011521242845115486
10_12,0.010248606019215817
8_9,0.010193464143028533
8_14,0.010023477796655696
3_6,0.0097880913990896
13,0.009148672907155066
2_4,0.007890503383633167
1_4,0.007711575770639016
3_16,0.007455008565143528
4_16,0.007430542971208279
7_9,0.0072767385881940885
1_10,0.00690285357295807
2_14,0.006829039914136151
10_15,0.006434784988302661
6_14,0.005330878894286045
5_7,0.003979968572973731
4_7,0.003896340459034059
3_5,0.0032036881835384723
8_11,0.0030699955245745356
4_12,0.002801670087176064
12,0.002346092923348631
5,0.0020725892317588965
3_4,0.0019941801726126446
5_13,0.001744642496682415
5_9,0.0011586732332610414
2_13,0.0003333693839346688
2_12,0.0002259368325149974
2_15,-3.4719388286169606e-05
4_13,-0.0003715777972631354
13_14,-0.0014189751047207905
1_2,-0.0027329260101028457
5_16,-0.003196186415111428
3_9,-0.005269106861312177
7_14,-0.005338604873002389
4_14,-0.0055419134976032874
9_15,-0.006481266097277026
8,-0.007335131688172389
2_7,-0.007737414381864267
6_8,-0.007890138832363724
7_16,-0.008629936858554642
5_11,-0.008760999441637843
15,-0.008993467582933321
4_10,-0.009002490943988264
1_14,-0.009200357398081699
15_16,-0.009373996947467746
9_16,-0.009720398677647193
1_15,-0.010066167102566782
2_3,-0.01020030697370957
8_10,-0.010296894932104547
5_12,-0.010474441974351434
5_8,-0.011180141484181824
2_16,-0.01277141623920068
14,-0.013149638865075503
1_3,-0.01371623943350496
11_13,-0.013742665937905463
3_14,-0.015849768614791662
9_13,-0.01811127139998016
3_7,-0.018603879813756122
7_10,-0.0188828833049077
4_9,-0.019262384879416103
10_16,-0.019772386882176543
1_13,-0.020615081318557174
6_7,-0.020652632191188583
3_15,-0.020845935376543404
1_9,-0.02100734833593805
9_14,-0.021763129461608063
3_13,-0.024710650960487482
13_15,-0.025184824905533684
4_15,-0.025196620872465922
7_8,-0.026498661745236157
6_12,-0.027380762713722126
8_16,-0.02850890429929366
6_10,-0.029271695655442964
9_11,-0.03187353290964123
6_16,-0.03225608665428477
11_14,-0.03408470816128577
7_12,-0.03474259494907499
8_12,-0.039510000890126615
5_6,-0.03965879860863686
12_16,-0.043483262655066135
11_15,-0.04421589836388644
14_15,-0.048531962189168276
1_11,-0.04953934072324283
4_11,-0.05795422768798579
6_11,-0.05935174479469177
11_16,-0.05996761400144811
2_11,-0.06961271251658117
3_11,-0.09831650407955518
7_11,-0.11807934649561509
10_11,-0.12628865106844583
