id,score,abs_score
11,0.5068189714875644,0.5068189714875644
2_7,-0.2479114147135988,0.2479114147135988
1_7,0.1865613071620994,0.1865613071620994
7,0.17077740686408033,0.17077740686408033
6,0.15541038551842198,0.15541038551842198
3_7,0.155384800335014,0.155384800335014
13,0.140951947882365,0.140951947882365
11_13,-0.13951225082079569,0.13951225082079569
9_10,0.13229354968195997,0.13229354968195997
2_11,-0.13224552436308426,0.13224552436308426
10,-0.12843432428417592,0.12843432428417592
16,0.12585987320007205,0.12585987320007205
3_4,0.12342801901912834,0.12342801901912834
3,-0.12075589529377125,0.12075589529377125
6_9,0.11351830389370059,0.11351830389370059
15,-0.10549967781688235,0.10549967781688235
5_6,-0.10419031347458561,0.10419031347458561
2_10,0.10410586643265558,0.10410586643265558
2_5,0.10164064457640051,0.10164064457640051
6_15,0.09738308297271624,0.09738308297271624
10_14,0.09404247602707563,0.09404247602707563
1_2,0.0897596602274765,0.0897596602274765
7_12,-0.08780586737047998,0.08780586737047998
10_11,-0.08012678447823204,0.08012678447823204
6_7,-0.07985188978091173,0.07985188978091173
8_12,-0.07815183628893765,0.07815183628893765
3_8,0.07332343029611366,0.07332343029611366
7_15,0.07318814957786043,0.07318814957786043
9,-0.07102187291424376,0.07102187291424376
5_11,-0.07030264593930424,0.07030264593930424
3_13,-0.06975108548199803,0.06975108548199803
7_11,-0.0690116563810079,0.0690116563810079
1_10,0.0680622174719853,0.0680622174719853
6_10,-0.0677843266229112,0.0677843266229112
13_15,-0.06647286364912158,0.06647286364912158
3_11,-0.06523398822367504,0.06523398822367504
2_6,0.06480292114574696,0.06480292114574696
7_16,-0.06056404570117593,0.06056404570117593
7_14,-0.059496743158282094,0.059496743158282094
1_14,-0.05642309863651461,0.05642309863651461
3_10,0.05616102601925377,0.05616102601925377
2,0.05559257930390353,0.05559257930390353
4_16,0.05387924574772895,0.05387924574772895
1_12,0.05203302048695541,0.05203302048695541
3_16,0.0464949544103648,0.0464949544103648
7_9,0.04624637585766324,0.04624637585766324
8_10,-0.04613023722512564,0.04613023722512564
1_11,-0.046003628059142196,0.046003628059142196
2_3,0.04587745171842729,0.04587745171842729
5_16,-0.04528545976645546,0.04528545976645546
3_6,0.04520451965023919,0.04520451965023919
