id,score
11,0.7617254298799776
3,0.37609195405420426
1,0.3536419788142128
10,0.20640767805111887
6_9,0.18653692172665626
2,0.18145462128346407
13,0.18017637192177677
7,0.17861982456883355
8,0.16892188088239837
16,0.16718353070137376
3_16,0.13350852641888195
7_9,0.104723727653618
15,0.09773457647746775
6_13,0.09410514547198548
2_4,0.08762526763348434
2_6,0.08549658054107567
4_14,0.08195024279848444
2_16,0.07807476380548906
12_14,0.07786179092605988
5,0.07644578320342738
12,0.07607172267700237
1_15,0.07123135278525297
8_15,0.06446206935548357
5_13,0.06326624244684356
14_16,0.05415213108062744
4_8,0.0535385772985007
2_14,0.048940057986328646
2_8,0.04888646405597683
4,0.037008669674660315
10_14,0.03681517379092319
10_15,0.03017250510747546
9,0.029114386173235234
6_10,0.028906065758617063
1_12,0.027365824580192544
5_10,0.026898595035891048
3_5,0.02687542437135042
10_12,0.02590062484766048
5_11,0.025572942186651453
6_7,0.02296405037244161
7_15,0.02035742004712422
12_13,0.019844224822008972
1_11,0.019453306682407856
1_10,0.018823853965538245
7_16,0.018679135429140712
4_6,0.018181833787821233
6_16,0.016922814709687393
3_9,0.014801626376639553
3_6,0.014161020517349243
13_14,0.012886062264442444
4_10,0.011891708532030771
9_13,0.011776576439539591
4_5,0.011001693270372984
4_13,0.010804558674863088
2_13,0.01079318340998727
8_14,0.0076471824198961315
8_10,0.0075710892677306905
9_10,0.00733034610748291
9_12,0.006587421894073487
5_7,0.004890791007450649
9_15,0.004774717404091349
12_15,0.0043987879849737704
2_7,0.004225745797157325
5_9,0.00410085916519165
8_13,0.003206610679626465
3_14,0.0031582415103912354
13_15,0.0030410840026888894
5_6,0.002872445278626399
1_3,0.0028428066361811805
1_9,0.0026074598776176434
5_15,0.0020033597946166994
4_7,-0.0010851621627807617
3_4,-0.0011671270642961775
2_9,-0.0039576045225355
4_15,-0.004393372082631677
7_8,-0.005579251779029906
7_12,-0.006044298848792082
6_12,-0.006828076707149322
8_9,-0.00803380838728377
8_11,-0.00869129017519299
1_2,-0.009561078390106559
14,-0.010427917914446277
5_14,-0.010719192028045655
8_12,-0.011546228715451369
8_16,-0.011968260349628218
4_12,-0.01591534427198997
7_14,-0.01675834059715271
5_12,-0.021644142270088196
1_4,-0.023610643402207636
5_16,-0.025513977898905686
13_16,-0.02846593820322594
11_16,-0.028824728064743493
11_12,-0.02919651804300624
7_13,-0.03181291288799712
15_16,-0.033548590347183736
1_6,-0.03361873825391134
6_15,-0.03487287248883929
10_13,-0.03856978735348092
6_14,-0.04357032690729416
9_11,-0.04457637130293402
6_8,-0.04525650316888158
1_5,-0.04571043451627096
2_5,-0.048043315609296165
14_15,-0.048053789762586036
1_14,-0.04966529037483267
2_15,-0.05088449725881213
12_16,-0.05284944779305079
3_8,-0.057138445151005225
1_7,-0.05725951989491781
9_16,-0.0588947875512531
3_12,-0.061138662908758426
11_14,-0.06414554215337955
10_11,-0.06615168377757072
2_10,-0.06816437244415283
4_16,-0.06956664596994717
2_12,-0.06991948166687509
11_13,-0.07320436356323104
6,-0.07534036894917841
6_11,-0.07670887195308758
3_13,-0.07924217788968238
3_10,-0.08042855353819
4_11,-0.09435317141954634
1_16,-0.09615841181948781
3_15,-0.09837200696555164
2_3,-0.10256792505424528
4_9,-0.10402558967471123
3_7,-0.10717129567638041
7_10,-0.11265087081119418
10_16,-0.11364840380701935
5_8,-0.11556830736299165
9_14,-0.12590265530452605
2_11,-0.128386829860392
7_11,-0.1325799752958119
1_8,-0.14315729588270187
3_11,-0.17292161006480455
11_15,-0.22298079170286655
1_13,-0.2857879176735878
