id,score
11,0.526974593407957
7,0.1850949955228172
3,0.14642140135341836
16,0.1145717717750429
6,0.07690046929948186
9_10,0.06780981435360389
10,0.062141192386713964
2,0.05713687868180312
2_10,0.04887185541980937
14_16,0.042509338352364465
4_8,0.04120806958521394
1,0.03770108168000638
12_14,0.03622697601479749
10_14,0.03588505893776332
6_13,0.03495319725918708
7_13,0.03413291568144151
5_14,0.0338711521346896
8_15,0.03307228983639911
4,0.03214896110378728
6_15,0.03197059375927544
4_6,0.030273770495522885
9,0.029990410469795576
2_6,0.02802702542361426
6_9,0.027955542833707075
1_6,0.027404216331336446
5_15,0.02693409770138574
1_8,0.02625517822148051
3_12,0.026224667423427363
12_13,0.024849179297747118
3_8,0.0247763159664316
13_16,0.024702928216424197
7_15,0.023499150298066478
8_14,0.0227510857138903
5_10,0.022186946648844512
1_12,0.020355494030209302
1_5,0.018914253676118875
7_9,0.018229889931521685
12_15,0.016268031358251764
1_16,0.014121994194950048
2_5,0.01409129634296049
3_16,0.013683637485217205
3_10,0.012935008257373655
8,0.012906443592759363
8_13,0.012872944160266617
2_9,0.01239684269894354
2_8,0.012294752917281077
11_12,0.011894011567337763
8_9,0.011707483419196696
5,0.011345302306137058
2_4,0.011087531881768461
4_5,0.010611492139450514
1_4,0.010472592982151772
10_12,0.010439491958790625
10_13,0.010220830312262612
10_15,0.009593893660427094
9_12,0.008851075982326234
3_4,0.00826492448440378
1_10,0.008244485794564889
3_6,0.00794714625049666
1_7,0.007811283467824663
4_16,0.007236496937450154
12,0.0071596479428278174
13,0.006893315020096231
2_14,0.005751613325990446
4_13,0.005112087022553988
5_16,0.0041441148741709274
1_2,0.0041047749444591275
5_13,0.003957874748875871
6_14,0.0032874234789697365
4_7,0.0021310690261831175
3_5,0.0014377648444097793
2_15,-0.00021225069576532446
5_9,-0.0012202429671891168
2_12,-0.0015707295604830002
4_10,-0.002311565643814767
4_12,-0.0037123067010835925
2_13,-0.003729059469801718
2_7,-0.004443232708696669
3_9,-0.00487629094870301
5_7,-0.004920485403506758
13_14,-0.004954606810132843
1_15,-0.00603492811159833
2_3,-0.006766670781116285
7_16,-0.007676698733913578
8_10,-0.009185451357339822
9_16,-0.009665664405736796
1_14,-0.009747478488601913
8_11,-0.01026965150141916
7_14,-0.010531531513880331
11_13,-0.010882000364574443
9_15,-0.01097941516036012
5_11,-0.011628329707768476
6_8,-0.012620809872475477
14,-0.013302381303838751
5_12,-0.013570244969652256
15,-0.013904432739989848
2_16,-0.015067387022789772
9_14,-0.015069767651099089
5_8,-0.01625595225562862
15_16,-0.016271359905620203
10_16,-0.016546417694147705
6_12,-0.017292439460288536
4_14,-0.017535536302370355
1_13,-0.01755504472233997
3_14,-0.01812918162065634
3_7,-0.019052009514919685
1_9,-0.019120732912326036
1_3,-0.01937608414585125
7_8,-0.01946555490215693
4_15,-0.019915789813572116
3_15,-0.020627908301459344
4_9,-0.021092508463442475
7_10,-0.023339467474664116
8_12,-0.024944706927478036
3_13,-0.02633164093440528
9_13,-0.026644260046498044
6_7,-0.026971743855411942
13_15,-0.02770400668710267
6_10,-0.027795204607469592
9_11,-0.030020737874988823
6_16,-0.03193391024290228
8_16,-0.03273488076791807
11_14,-0.03675407229152618
11_15,-0.038171496065106295
7_12,-0.0381825179868782
5_6,-0.04284948421464038
14_15,-0.04956993423225409
1_11,-0.05076041730591398
11_16,-0.05345990912459915
12_16,-0.0535466647784992
4_11,-0.0567550062903633
6_11,-0.05696487108340788
2_11,-0.06367804755226357
3_11,-0.0958319333789286
7_11,-0.12301205764862046
10_11,-0.12836005776370957
