id,score,abs_score
11,0.6815058602365225,0.6815058602365225
16,0.4539839094250439,0.4539839094250439
7,0.38838941940914024,0.38838941940914024
3,0.3561372351854385,0.3561372351854385
4,0.2770927960868646,0.2770927960868646
9,0.23220266002756376,0.23220266002756376
7_11,-0.2134217023292208,0.2134217023292208
14,0.17963356795836255,0.17963356795836255
2,0.17009548029455193,0.17009548029455193
3_16,-0.16646334745788938,0.16646334745788938
15,0.16500090540304307,0.16500090540304307
6,0.14434441539879383,0.14434441539879383
1,0.14381492677201665,0.14381492677201665
8_16,-0.12688118976335938,0.12688118976335938
4_11,-0.12335410308420693,0.12335410308420693
4_15,-0.11957706873678615,0.11957706873678615
10_11,-0.11903535988168672,0.11903535988168672
7_16,-0.10911698900268059,0.10911698900268059
3_9,-0.10234012654922843,0.10234012654922843
3_11,-0.0995252272309579,0.0995252272309579
13,0.09709604316381949,0.09709604316381949
3_13,-0.09427991754340077,0.09427991754340077
5,0.09210533219534967,0.09210533219534967
11_16,-0.08935768287797548,0.08935768287797548
7_14,-0.08857481890937004,0.08857481890937004
7_9,-0.08626186534079629,0.08626186534079629
3_14,-0.08614178233422619,0.08614178233422619
4_5,-0.08544532603175871,0.08544532603175871
14_15,-0.08222230188394201,0.08222230188394201
9_16,-0.08122734544046588,0.08122734544046588
2_11,-0.08088696933847338,0.08088696933847338
10_16,-0.07965113963555197,0.07965113963555197
11_14,-0.07887834814164048,0.07887834814164048
10,0.07754123566225463,0.07754123566225463
2_14,-0.0708960197939414,0.0708960197939414
4_16,-0.07041688605998879,0.07041688605998879
1_11,-0.06781407658983372,0.06781407658983372
9_10,0.06636348589946123,0.06636348589946123
1_9,-0.06521919244435141,0.06521919244435141
1_2,-0.06128218850419685,0.06128218850419685
6_11,-0.060800675030993956,0.060800675030993956
8,0.06061770584318339,0.06061770584318339
1_13,-0.05905674893944997,0.05905674893944997
1_8,0.058379559861845336,0.058379559861845336
12,0.05827901741714752,0.05827901741714752
11_15,-0.056923692391942324,0.056923692391942324
8_15,-0.05615745489824993,0.05615745489824993
2_10,0.05557787922903331,0.05557787922903331
12_15,0.052233255219644045,0.052233255219644045
7_12,-0.05179343244260391,0.05179343244260391
2_16,-0.049182748446484056,0.049182748446484056
13_15,-0.04898387590872315,0.04898387590872315
4_12,-0.04831135814563621,0.04831135814563621
10_14,0.048031689663543056,0.048031689663543056
2_8,0.048024246505597175,0.048024246505597175
1_12,0.047993623135581386,0.047993623135581386
1_16,0.044780203651855054,0.044780203651855054
3_12,0.04467986087793247,0.04467986087793247
9_14,-0.04438689116959847,0.04438689116959847
8_12,-0.0435182069782893,0.0435182069782893
3_15,-0.040310684613053135,0.040310684613053135
5_9,-0.03975918923132436,0.03975918923132436
5_15,0.039125781562865856,0.039125781562865856
10_15,-0.03813052607970173,0.03813052607970173
